aid,build_buguize,avg_height,std_dev_height,shape_coefficient_sum,jiaochakou,mean_kuai,shape_index,TotalDensity,value_x,duanbofushe,fengsu,jiangshuiliang,pingjundiwen,qiya,rizhaodanweishu,wendu,shidu,zhengfaliang,gdp,dengguang,ndvi,mean_SVF,zuidiqiwen,zuigaoqiwen,ydl,X,X2,Y,value_y,FID_1,gaodu,area,beijing_GF_midu,beijing_JT_midu,beijing_JZ_midu,beijing_LD_midu,beijing_SY_midu,beijing_TCC_midu,poi_hhd,p_cd,p_gyyd,p_gggl,p_gc,p_jt,p_ld,p_nd,p_sl,p_sy,p_sd,p_st,p_zzyd,landuse_hhd,road_length,road_density,population,population_density,bus_coverage_area,subway_coverage_area,wgarea,building_density,building_area,floor_area_ratio,Mean patch size,Percent cover of landscape,Administrative fraction,Sport and cultural fraction
566,0.750538692,28.60495824,10.70588342,146.0514383,0,10521.28321,114.5774053,0.03134979,33.59999847,5598.945801,1.770834565,611.8837891,15.21231079,1009.380859,2524.222168,13.43804455,13.43804455,1401.233887,92614,8.502732833,8143,0.73631375,-1.351742268,13.34407806,13161233,427917.6156,116.1549959,40.04499902,33.59999847,0,0,0.946915489,27.45757177,2.112120906,6.336362717,3.168181358,28.51363223,2.112120906,1.303032199,0.006245099,0,0.78189836,0.001249967,0,0.005000205,0.25440752,0.185006629,0,0,0,0.09859486,1.14774806,0.352209865,0.371954909,2376,2.509199636,0.676735769,0,0.946915489,0.081363865,0.636875284,0.6725788,10521.28321,146.0514383,0.09859486,3.168181358
567,0.461356604,40.31180378,33.81052186,100.7152653,1,12459.37681,77.3607683,0.030037137,34.59999847,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,105047,15.15097078,7147,0.758307042,-1.387467623,13.30555058,20002328.58,428770.668,116.1649959,40.04499902,34.59999847,0,0,0.946912638,55.97137253,7.392445428,3.168190898,2.112127265,64.41988159,4.22425453,1.136477089,0.003749988,0,0.246900377,0,0,0.000624997,0.209345982,0.170655641,0,0,0,0.616813493,1.298058549,4.131210313,4.36282097,5078,5.362691126,1.408202099,0,0.946912638,0.105130208,1.15246263,1.217073871,12459.37681,100.7152653,0.616813493,2.112127265
568,0.458775791,34.51586311,20.52152219,182.8820469,5,16326.03139,71.81375905,0.025213166,35.29999924,5597.820313,1.771046162,613.7127075,15.22569466,1009.67804,2523.874756,13.45292187,13.45292187,1400.974121,118852.678,20.0071036,6797,0.637892405,-1.417965412,13.27331257,16127379,429623.72,116.1749959,40.04499902,35.29999924,0,0,0.946909821,135.1765471,21.12133549,13.72886807,4.224267098,140.456881,19.00920194,1.254770175,0.002499902,0.097361354,0.19734357,0,0,0,0.138698688,0.166279507,0,0,0.00061467,0.520911508,1.478598191,6.013900334,6.351080328,9382,9.908018478,2.522911283,0,0.946909821,0.189628865,1.77718433,1.876825323,16326.03139,182.8820469,0.520911508,4.224267098
569,0.666229195,41.9883868,25.10213274,38.81762428,4,15523.06619,76.74528896,0.028320215,35.90000153,5596.461426,1.774991035,616.2401733,15.21716213,1009.558716,2524.083984,13.44487762,13.44487762,1400.190552,161216,22.63493681,5562,0.797920513,-2.566583849,11.80700646,16692865,430476.7716,116.1849959,40.04499902,35.90000153,0,0,0.946907037,36.96244575,12.67283854,6.336419271,1.056069879,38.01851563,8.448559029,1.415081428,0,0.006657007,0.851637845,0,0,0,0.408402313,0.19118515,0,0,0.001874961,0.006133688,0.895194897,5.596339429,5.910125501,4665,4.926565984,2.06814929,0,0.946907037,0.0908155,1.039964224,1.098274892,15523.06619,38.81762428,0.006133688,1.056069879
570,0.813673398,64.1329294,54.35148153,51.69979115,4,14795.3795,64.51270189,0.026126848,37,5595.484375,1.774117351,617.3859863,15.2352438,1009.953064,2523.831055,13.46412277,13.46412277,1400.061279,135077,13.04528554,3988,0.780851389,-1.524363518,13.1478796,17240620,431329.8229,116.1949959,40.04499902,37,0,0,0.946904288,35.90648012,2.11214589,7.392510614,4.224291779,34.85040718,0,1.184103506,0.001250044,0,0.924803829,0,0,0,0.505605215,0.046277669,0,0,0.022500868,0,0.65306214,5.826356148,6.153057095,3253,3.435405289,1.818218057,0,0.946904288,0.065894984,1.132772637,1.196290535,14795.3795,51.69979115,0,4.224291779
571,0.969815481,42.71660675,21.10064343,76.11979402,5,27850.04626,35.41330129,0.018988191,37.70000076,5594.480957,1.774136901,618.507019,15.24760723,1010.240784,2523.798828,13.47715473,13.47715473,1399.800903,139560,16.79627906,4743,0.847041667,-1.661028266,12.98518848,17939938,432182.8738,116.2049959,40.04499902,37.70000076,0,0,0.946901573,4.224303893,0,4.224303893,0,2.112151946,0,1.054920168,0,0,0.963785939,0,0,0,0.711981288,0.028144384,0,0,0.002510479,0,0.392930773,4.859850954,5.132371826,150,0.158411396,0.701171837,0,0.946901573,0.017692761,0.202153692,0.213489657,27850.04626,76.11979402,0,0
572,0.518163586,26.17246926,10.84246859,18.04509909,2,14132.81927,92.14583714,0.031148043,38.20000076,5593.520508,1.774107337,619.355835,15.25966167,1010.525208,2523.876465,13.48954105,13.48954105,1399.540405,118852.678,10.79769341,8165,0.889684416,-1.721480966,12.91577339,19442764,433035.9243,116.2149959,40.04499902,38.20000076,0,0,0.946898891,3.168236891,1.056078964,0,0,3.168236891,0,1.004242473,0,0,0.907071181,0,0,0,0.627934631,0.086867959,0,0,0.004380081,0.009537692,0.661071867,2.367581633,2.500353158,402,0.424543743,0.333773981,0,0.946898891,0.023833614,0.16833313,0.177773078,14132.81927,18.04509909,0.009537692,0
573,0.692175168,27.6456443,7.569914516,68.3986519,1,14795.25381,60.93510136,0.025676175,38.70000076,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,133051,8.638281345,7405,0.8944975,-1.710792303,12.93340588,20002328.58,433888.9745,116.2249959,40.04499902,38.70000076,0,0,0.946896244,13.72906491,7.392573415,0,0,28.51421174,4.224327666,1.157345524,0.001250042,0.098664442,0.624739757,0,0,0,0.577781197,0.088636329,0,0,0.008127754,0.163359693,1.397578236,1.224272033,1.292931555,1260,1.330663215,1.797592178,0,0.946896244,0.064705819,0.495982522,0.523798173,14795.25381,68.3986519,0.163359693,0
574,0.473611681,29.25227996,10.77689496,174.4127018,2,13723.09609,76.88290528,0.026543942,39.90000153,5592.467285,1.775940418,620.3726196,15.26064682,1010.59967,2524.292725,13.49011326,13.49011326,1399.017822,105420,20.46075153,7719,0.716377143,-1.816568136,12.80805206,20779638,434742.0243,116.2349959,40.04499902,39.90000153,0,0,0.94689363,40.13122359,7.392593819,11.61693314,0,76.03810785,4.224339325,1.157865323,0.000624994,0,0.436961997,0,0,0,0.258650583,0.091402454,0,0,0.011239735,0.440571462,1.346398029,3.196156984,3.375412909,8190,8.649334768,2.929397726,2.29510721,0.94689363,0.202636637,1.612251405,1.702674253,13723.09609,174.4127018,0.440571462,0
575,0.510279173,44.46061153,25.66625201,79.77421814,6,12625.21401,103.712467,0.02874602,40.79999924,5593.38916,1.777995229,620.1278076,15.26362133,1010.866821,2526.000732,13.4945097,13.4945097,1398.501709,138746,27.9314394,5344,0.64563375,-1.866413832,12.75107002,21191710,435595.0737,116.2449959,40.04499902,40.79999924,0,0,0.946891051,27.45828042,35.90698208,19.00957875,2.112175417,88.7113675,30.62654354,1.491395142,0.001250043,0,0.189664438,0,0,0.001261329,0.20766265,0.178626168,0.326874302,0,0.001885269,0.274643108,1.698430349,4.998740746,5.279108658,8721,9.210140904,3.987634152,3.787564204,0.946891051,0.247687215,3.008339567,3.177070439,12625.21401,79.77421814,0.274643108,2.112175417
576,0.516427196,49.15881479,33.09583547,114.2105661,8,10639.19669,83.00392114,0.026968953,41.09999847,5591.492188,1.781585097,620.4268799,15.26460743,1011.000061,2527.398682,13.49203873,13.49203873,1397.456787,163192,39.85515785,6051.811182,0.594452857,-2.566583849,11.80700646,21994204,436448.1229,116.2549959,40.04499902,41.09999847,0,0,0.946888505,82.3750627,40.1314408,8.44872438,4.22436219,64.42152339,22.1779015,1.466485867,0,0,0.189204883,0,0,0,0.163742779,0.090127737,0.042700912,0,0.009377742,0.518672147,1.347139532,8.660738539,9.146524105,9023,9.52910501,6.936460882,4.459390789,0.946888505,0.204372196,2.729515337,2.882615347,10639.19669,114.2105661,0.518672147,4.22436219
577,0.407387114,37.94924795,24.38806525,93.52335264,8,17865.77347,70.72692846,0.017377943,40.90000153,5590.543457,1.784340262,620.2947998,15.25944138,1010.958557,2528.388428,13.48427296,13.48427296,1396.803345,118852.678,52.72656441,6579,0.60462625,-1.845118046,12.78109741,22110850,437301.1717,116.2649959,40.04499902,40.90000153,0,0,0.946885994,43.2998273,24.29014702,26.40233372,2.112186698,64.42169427,20.06577363,1.557226959,0,0,0,0,0,0.002500009,0.105617199,0.010652975,0,0,0,0.874230744,0.41829029,6.779886276,7.160192802,6811,7.193051798,3.085354472,5.903319526,0.946885994,0.243877427,2.57251995,2.716821209,17865.77347,93.52335264,0.874230744,2.112186698
578,0.44803163,43.72695252,28.32706177,43.50615819,4,14132.58979,72.74510698,0.027572931,40.90000153,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,176496,40.20722961,6543,0.627897143,-1.930145621,12.68053627,22370258,438154.2201,116.2749959,40.04499902,40.90000153,0,0,0.946883516,33.79507559,97.16084232,34.8511717,1.056096112,152.0778402,88.71207343,1.473623447,0,0,0.039111529,0,0,0.000625008,0.2525025,0.021836497,0.111225787,0,0,0.686713798,1.064785389,6.643612312,7.016293133,11065,11.68570348,5.22609509,2.865921345,0.946883516,0.180025912,2.108612579,2.226897547,14132.58979,43.50615819,0.686713798,1.056096112
579,0.41950446,46.28923878,29.60606898,46.57880294,2,7066.276659,181.4143769,0.039954137,41.09999847,5589.640625,1.787116528,619.8115234,15.25412941,1010.91394,2529.497803,13.47588634,13.47588634,1396.14978,254554,30.94020367,6500,0.63783625,-2.009947062,12.58614349,21782800,439007.2683,116.2849959,40.04499902,41.09999847,0,0,0.946881072,72.87081981,87.65620354,46.46834886,0,137.2928489,78.151314,1.54971015,0,0.000399321,0.480525975,0,0.009652381,0,0.215655673,0.098115333,0.17667491,0,0.009999686,0.112598534,1.556912969,7.055094828,7.450877448,8167,8.625159209,6.148017288,2.488105513,0.946881072,0.191158695,2.35715253,2.489386047,7066.276659,46.57880294,0.112598534,0
580,0.450638996,52.49838507,28.55318261,67.12055516,2,8233.7275,116.9001092,0.031169093,41.5,5588.783203,1.789922953,618.9745483,15.24868488,1010.866455,2530.726563,13.46688747,13.46688747,1395.496094,254744,34.1812849,6344,0.607491429,-2.074381351,12.51034355,20002328.58,439860.3161,116.2949959,40.04499902,41.5,0,0,0.946878662,62.30999001,100.3296449,65.47829459,0,348.5135035,91.88083273,1.345715401,0.003752568,0.021579889,0.2576781,0,0,0.001875104,0.063842704,0.09313805,0.343846248,0,0.003124872,0.074510874,1.4402609,8.423499539,8.896070714,9621,10.16075278,5.061441629,3.50140403,0.946878662,0.245862923,3.603675528,3.805847223,8233.7275,67.12055516,0.074510874,0
585,0.46911137,53.40637261,33.67266637,101.0476367,6,14794.79879,51.36211197,0.018035715,41.90000153,5587.902344,1.797781587,610.0725098,15.25014782,1011.260254,2537.408447,13.44921684,13.44921684,1393.417847,288061,37.87238026,5236,0.562932468,-2.477601051,12.02607727,22051902,444125.5504,116.3449959,40.04499902,41.90000153,0,0,0.946867123,82.37692295,38.02011828,24.29063112,1.056114397,113.0042405,28.51508871,1.451660088,0.001249998,0.147372549,0,0,0,0,0.056337492,0.035028076,0,0,0.001885249,0.757379699,0.79228879,6.85565337,7.240354224,10351,10.93184012,2.587764322,11.60978375,0.946867123,0.215445947,3.134657759,3.310557188,14794.79879,101.0476367,0.757379699,1.056114397
586,0.55440663,37.1067713,20.52882007,81.79455243,3,12139.2938,111.7437852,0.025829899,41.79999924,5587.518555,1.79689908,606.743042,15.26558399,1011.613464,2538.719971,13.4592495,13.4592495,1393.28833,280519,36.88066483,3873,0.687540909,-2.42463541,12.09282589,20002328.58,444978.5964,116.3549959,40.04499902,41.79999924,0,0,0.946864916,13.72951915,11.61728543,15.84175286,0,96.10663402,10.56116857,1.128385217,0,0.086342081,0.001743229,0,0,0.004375131,0.258052847,0.072497141,0,0,0.020624881,0.849489472,1.004750111,4.380142676,4.625942518,4193,4.428297983,0.91319881,8.919478093,0.946864916,0.145203648,1.474379513,1.557117058,12139.2938,81.79455243,0.849489472,0
588,0.667678119,24.49175815,2.279411623,5.810503032,0,15522.30502,74.14214061,0.035569567,41.70000076,5586.664063,1.798036098,600.0212402,15.27965832,1012.003052,2541.980225,13.46065712,13.46065712,1392.636841,239266,7.358051181,5041,0.96773375,-2.79485774,11.64160633,21919936,446684.6874,116.3749959,40.04499902,41.70000076,0,0,0.946860606,6.336729991,2.11224333,0,1.056121665,0,2.11224333,1.168518405,0.002499997,0,0.687663662,0,0,0,0.646837145,0.29810851,0,0,0.019385397,0,0.991520809,0,0,143,0.151025398,0.268768328,0,0.946860606,0.005820632,0.038370875,0.040524312,15522.30502,5.810503032,0,1.056121665
589,0.369246981,25.7820781,6.624450864,7.545788973,0,23671.46254,44.9511208,0.023177638,40.79999924,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,17012,6.429593921,5501,0.951524286,-2.566583849,11.80700646,21617564,447537.7325,116.3849959,40.04499902,40.79999924,0,0,0.946858502,11.61736414,1.056124012,0,8.448992099,1.056124012,1.056124012,1.135934256,0.001875012,0,0.723394409,0,0,0,0.861238553,0.089481452,0,0,0,0,0.590647633,0,0,155,0.163699222,0,0.434459063,0.946858502,0.012594406,0.086278927,0.091121247,23671.46254,7.545788973,0,8.448992099
590,0.481649831,44.96515304,25.19193537,98.80385353,0,13722.55698,56.18048074,0.023894425,39.79999924,5586.531738,1.795290589,595.5267334,15.30520916,1012.556458,2543.353027,13.47991753,13.47991753,1392.769409,17500,9.819966793,8362,0.589155,-2.95438385,11.44689178,21722652,448390.7773,116.3949959,40.04499902,39.79999924,0,0,0.946856431,65.47983194,36.96442126,22.17865275,3.168378965,101.3881269,29.57153701,1.505219538,0.005625041,0,0.526191042,0,0,0.001249979,0.186450166,0.01563573,0,0,0.003129896,0.352744382,1.139148418,0.379502493,0.400802572,13426,14.17955199,3.703249679,6.865954466,0.946856431,0.168120223,2.052477999,2.167676039,13722.55698,98.80385353,0.352744382,3.168378965
591,0.532666846,59.80312273,39.62610329,83.19508299,3,7574.83516,124.1241394,0.037092882,39.40000153,5586.09375,1.797300816,591.9857788,15.30354023,1012.591248,2545.381348,13.47060204,13.47060204,1392.247559,18355,22.80606031,7437,0.664685714,-3.134037018,11.22717571,21611326,449243.8219,116.4049959,40.04499902,39.40000153,0,0,0.946854395,250.3024765,66.53610136,51.75030106,4.224514372,394.9920938,48.58191528,1.288078161,0.00249997,0.003397206,0.196440032,0,0,0,0.096299847,0.093753136,0,0,0.053099206,0.508746326,1.300960013,6.980478449,7.372282883,17448,18.42733169,7.360385849,8.693988458,0.946854395,0.118489248,1.918424345,2.026102804,7574.83516,83.19508299,0.508746326,4.224514372
592,0.554382106,56.935916,41.5917372,93.50597333,5,9017.641834,148.742083,0.026440971,39.29999924,5585.758301,1.79835701,588.0441284,15.30697823,1012.7276,2547.380371,13.46618938,13.46618938,1391.856689,118852.678,30.10500813,5732,0.6465425,-3.156352282,11.20003796,21933898,450096.8662,116.4149959,40.04499902,39.29999924,0,0,0.946852393,88.71498944,31.6839248,13.72970075,1.056130827,78.15368117,26.40327067,1.431374745,0.002489715,0,0.075062272,0,0,0.000625033,0.122451493,0.05812715,0,0,0.017510543,0.795787045,0.889045475,4.447725889,4.697380419,12361,13.05483315,5.241403505,11.75298691,0.946852393,0.127226754,1.983196261,2.094514706,9017.641834,93.50597333,0.795787045,1.056130827
593,0.441430611,48.44285167,35.23524037,91.39023266,7,9374.756673,111.455327,0.027631761,39.59999847,5585.387695,1.800355673,584.1802368,15.30472374,1012.758911,2549.573242,13.45550156,13.45550156,1391.335205,172412,29.0404501,5763,0.595481429,-3.178514004,11.17275333,20002328.58,450949.9102,116.4249959,40.04499902,39.59999847,0,0,0.946850424,177.4303478,53.86278414,30.62785765,1.056133022,196.4407422,35.90852276,1.351272759,0.002505766,0,0.054666401,0,0.030068549,0,0.123764237,0.042498406,0.055040158,0,0.015613981,0.675254248,1.161773141,7.908302508,8.35221943,11514,12.16031562,7.081722733,7.237866083,0.946850424,0.169585484,2.254553335,2.381108228,9374.756673,91.39023266,0.675254248,1.056133022
594,0.478090575,48.35949038,38.56418664,69.60744267,6,10181.16655,124.1653115,0.027602813,39.59999847,5586.743164,1.801876426,579.121521,15.30585194,1012.989563,2552.716064,13.44403553,13.44403553,1390.83313,169364,30.90603018,6239,0.62923,-3.327283144,10.98989773,21622328,451802.9539,116.4349959,40.04499902,39.59999847,0,0,0.946848489,103.5012477,28.51564987,23.23497396,2.11227036,122.5116809,19.01043324,1.365776259,0.001872729,0,0.415276968,0,3.99E-06,0,0.337848657,0.03936179,0,0,0.004374942,0.452012457,1.253395721,7.470244559,7.889588084,5965,6.29984635,5.184546944,4.290496999,0.946848489,0.129489078,1.706065295,1.801835578,10181.16655,69.60744267,0.452012457,2.11227036
595,0.450797769,26.63940112,4.442254749,31.7144864,0,21519.24065,49.79524811,0.022300075,39.59999847,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,71932,15.69494804,7592,0.83162,-3.404913902,10.89391994,21289140,452655.9974,116.4449959,40.04499902,39.59999847,0,0,0.946846589,3.168411901,0,0,0,0,0,-1.00E-10,0.000625006,0,1,0,0,0.003750021,0.746275362,0.060647599,0,0,2.06E-05,0,0.414162422,0.810662998,0.85617143,110,0.116175103,0.702441183,2.99914979,0.946846589,0.041169547,0.296278365,0.312910632,21519.24065,31.7144864,0,0
596,0.532771421,27.15535467,8.983032511,254.9701519,0,14794.44878,76.91611384,0.0224369,40.20000076,5586.416504,1.803771853,575.045105,15.30308342,1013.018494,2555.034424,13.43178654,13.43178654,1390.3125,67407,15.54407644,5570,0.62618625,-2.566583849,11.80700646,21354178,453509.0407,116.4549959,40.04499902,40.20000076,0,0,0.946844722,8.449115059,4.22455753,4.22455753,0,4.22455753,1.056139382,1.460186025,0.023124272,0,0.951075113,0,0,0,0.257797969,0.048116006,0,0.000624959,0.003749839,0,0.65582808,2.220695153,2.345363607,650,0.686490599,2.676327224,0.279569892,0.946844722,0.225969783,1.6549105,1.747816153,14794.44878,254.9701519,0,0
617,0.546186833,48.24407053,18.74808848,0.819729329,0,11847.45281,83.15986533,0.024449199,30.10000038,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,99724,2.452458334,7453,0.992739655,-1.203686118,13.49827194,3361716,423708.7501,116.1057969,40.03430098,30.10000038,0,0,0.746389527,0,0,0,0,0,0,0,0.0578401,0,0.004486833,0.017420887,0,0,0.05306495,0.794088545,0,0,0,0,0.598559788,0,0,4,0.005359132,0.373084058,0,0.746389527,0.001119338,0.011516032,0.015428983,11847.45281,0.819729329,0,0
618,0.530650079,24.20250804,0.190530413,1.537419765,0,19730.49939,51.48874624,0.016268838,31.10000038,5595.619629,1.828503609,617.1091919,14.81146049,1001.262695,2531.396484,13.00633812,13.00633812,1394.024048,119095,2.253887594,7363,0.99120375,-2.566583849,11.80700646,2437984.5,424494.3721,116.1149959,40.03499902,31.10000038,0,0,0.947063971,0,0,0,0,0,0,0,0.022540335,0,0,0.015645195,0,0,0.055651348,0.906163118,0,0,0,0,0.400576248,0,0,3,0.003167685,0.010266794,0,0.947063971,0.000530943,0.003477119,0.003671472,19730.49939,1.537419765,0,0
619,0.900075147,23.12185489,2.135446747,1.93988809,0,36425.42241,21.69677188,0.010197144,31.79999924,5592.983887,1.848103762,624.321228,14.71865559,999.503479,2532.938232,12.91216183,12.91216183,1391.146362,118852.678,1.929229041,8296,0.993934286,-1.239961147,13.45931911,2233128,425347.5507,116.1249959,40.03499902,31.79999924,0,0,0.947060983,0,1.055898214,0,0,0,1.055898214,0.69314718,0.003124875,0,0,0.005624825,0,0,0.049368442,0.941881861,0,0,0,0,0.252082942,0,0,29,0.030621048,0,0,0.947060983,0.000198653,0.001242877,0.001312352,36425.42241,1.93988809,0,0
620,0.516753653,33.13597285,10.74452068,3.133623637,0,45098.00135,14.52234987,0.007170946,32.59999847,5588.539551,1.893290877,637.5782471,14.47990608,994.9512939,2537.638672,12.66680527,12.66680527,1384.733887,119291,2.02747488,8900,0.970915,-1.286211967,13.4080801,2878746.5,426200.7289,116.1349959,40.03499902,32.59999847,0,0,0.947058028,0,0,0,0,0,0,0,0.002489651,0,0,0.001874891,0,0,0.006229107,0.977572939,0,0,0,0,0.080508135,0,0,0,0,0,0,0.947058028,0.002420453,0.021702258,0.022915447,45098.00135,3.133623637,0,0
621,0.726125438,28.82330858,14.6881443,47.24863672,0,11274.46557,91.21850324,0.03075089,33,5592.32959,1.808465958,621.4370117,14.9931612,1004.855225,2526.448486,13.20148468,13.20148468,1395.99585,83212,4.053824902,6051.811182,0.866457143,-1.383003592,13.29480267,2878746.5,427053.9067,116.1449959,40.03499902,33,0,0,0.947055108,2.111809527,0,1.055904764,0,1.055904764,0,1.039720771,0.024380318,0,0,0.003749859,0,0,0.224873787,0.459784485,0,0,0.005625247,0.520625527,1.173272901,0,0,189,0.199566,0.139307606,0,0.947055108,0.029151565,0.226204005,0.238849887,11274.46557,47.24863672,0.520625527,0
622,0.728820931,29.23463493,11.59641661,52.5964517,0,17538.00411,62.72111959,0.026638534,33.70000076,5595.736816,1.772738814,614.5175781,15.21310329,1009.275879,2522.931641,13.43557453,13.43557453,1400.710205,91704,9.30205512,8143,0.78989,-1.4339993,13.23758507,3619318.25,427907.0841,116.1549959,40.03499902,33.70000076,0,0,0.947052222,14.78271174,0,1.055907982,0,5.279539908,0,0.746032664,0.025635267,0,0.000557176,0,0,0,0.608677463,0.052509616,0,0,0.001874936,0.767590221,0.769818273,0,0,481,0.507891739,0.009207507,0,0.947052222,0.052802286,0.41349068,0.436608109,17538.00411,52.5964517,0.767590221,0
623,0.779759223,27.30048091,7.699923744,150.1947654,0,22548.79451,35.95746486,0.024600479,34.70000076,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,8.057484706,7147,0.773071429,-1.500045776,13.16180611,6939166.5,428760.2611,116.1649959,40.03499902,34.70000076,0,0,0.947049369,7.391378133,0,2.111822324,0,11.61502278,0,0.926506603,0.002499879,0,0,0,0,0,0.580186821,0.107508005,0,0,0,0.840452844,0.716680843,0,0,724,0.764479681,0,0,0.947049369,0.071401946,0.550496484,0.581275382,22548.79451,150.1947654,0.840452844,0
624,0.601443104,31.09975602,14.80528388,304.7455134,0,19327.48063,64.42538105,0.021063038,35.29999924,5593.698242,1.786203504,619.4094849,15.15066147,1008.122803,2524.279785,13.37193489,13.37193489,1398.617065,137683,11.33168968,6797,0.6538375,-1.484806061,13.18556786,9314791,429613.4378,116.1749959,40.03499902,35.29999924,0,0,0.947046551,22.17420039,1.055914304,7.39140013,2.111828609,24.286029,1.055914304,1.260805847,0.006879392,0,0,0.004375104,0,0.000625011,0.162469115,0.231118919,0,0,0,0.738661185,0.920180358,0,0,6413,6.771578433,0.20654503,0,0.947046551,0.189524956,1.608717486,1.698667805,19327.48063,304.7455134,0.738661185,2.111828609
625,0.703096455,33.08378745,17.62848191,211.4208896,1,18569.48562,50.42434187,0.024666386,36.09999847,5592.861816,1.783435583,620.1727295,15.17950344,1008.723572,2523.803955,13.40255642,13.40255642,1398.749268,142170,16.59610033,5562,0.672098571,-2.566583849,11.80700646,11216054.5,430466.614,116.1849959,40.03499902,36.09999847,0,0,0.947043767,32.73343967,4.223669635,13.72692631,0,82.36155789,3.167752227,1.073283351,0.004375004,0,0.037366505,0,0,0,0.244385306,0.239514595,0,0,0,0.624252137,1.127376766,1.598531397,1.68791713,7132,7.53080296,0.884675072,0,0.947043767,0.130588698,1.175463729,1.241192615,18569.48562,211.4208896,0.624252137,0
626,0.587903916,37.1386005,20.99090062,51.80221499,1,21523.65946,47.7059235,0.01919414,36.59999847,5590.975586,1.795818329,624.350708,15.1217432,1007.667419,2525.251221,13.34323692,13.34323692,1396.786621,148440,13.21876995,3988,0.844955814,-1.662084103,12.9731493,14521967.5,431319.7899,116.1949959,40.03499902,36.59999847,0,0,0.947041016,19.00656856,8.447363804,7.391443329,2.111840951,36.95721664,6.335522853,1.451027704,0,0,0.44131948,0.005625261,0,0,0.056309067,0.688815357,0,0,0,0.024491289,0.89975729,2.119966275,2.238515797,1987,2.098113985,0.742508445,0,0.947041016,0.068472365,0.724595722,0.765115459,21523.65946,51.80221499,0.024491289,2.111840951
627,0.423150578,61.96688258,35.49367471,83.9838984,2,16911.39821,103.1152687,0.01865912,37.29999924,5591.317871,1.777722716,620.9237061,15.23616695,1009.915283,2523.177002,13.46187019,13.46187019,1399.013062,97551,15.65446132,4743,0.572825974,-1.758077264,12.86023903,15833534,432172.9655,116.2049959,40.03499902,37.29999924,0,0,0.9470383,55.96394573,12.67108205,11.61515855,1.055923504,53.85209872,9.503311539,1.365825249,0,0,0.893686521,0,0,0,0.060046749,0.145716767,0,0,0.004374754,0,0.573766884,2.965498587,3.131339661,6740,7.116924419,0.758733938,0,0.9470383,0.292593259,5.023779743,5.304727111,16911.39821,83.9838984,0,1.055923504
628,0.437187745,33.70867642,19.39961249,261.8170632,3,15032.31138,64.94417986,0.026128141,38.20000076,5590.475586,1.776699185,621.3307495,15.25324821,1010.299438,2523.258057,13.4793787,13.4793787,1398.882813,118852.678,12.03327811,8165,0.586996104,-1.828560591,12.77843666,15613973,433026.1406,116.2149959,40.03499902,38.20000076,0,0,0.947035617,72.85892818,1.055926495,8.447411963,0,110.872282,1.055926495,0.880942725,0.000625033,0,0.725892569,0,0,0.001875097,0.257358606,0.056274993,0,0,0.016192658,0.165265486,1.124444566,3.176566771,3.354221018,4744,5.009315294,0.487616295,0,0.947035617,0.240192784,2.271629437,2.398673711,15032.31138,261.8170632,0.165265486,0
629,0.514309608,30.62257672,12.1923207,132.5842961,1,18569.27389,40.7286654,0.021080917,39.09999847,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,134013,8.962020874,7405,0.6848725,-1.716350913,12.92044926,17946496,433879.3155,116.2249959,40.03499902,39.09999847,0,0,0.947032968,22.17451842,4.223717794,3.167788346,0,13.72708283,3.167788346,1.297458633,0,0,0.596820157,0,0,0.00062497,0.253164386,0.07034841,0,0,0.005673733,0.360462952,1.244303008,1.254916403,1.325103185,2626,2.772870732,0.91839863,0,0.947032968,0.143042624,1.207034066,1.274542816,18569.27389,132.5842961,0.360462952,0
630,0.519038635,37.5787386,17.8819877,158.9247185,1,15274.68312,63.83744917,0.023077703,40,5587.629883,1.804170012,628.3023682,15.10832596,1007.579773,2526.858643,13.3287878,13.3287878,1394.825195,104417,10.07661136,7719,0.688635714,-1.816941738,12.80135632,20189961,434732.4899,116.2349959,40.03499902,40,0,0,0.947030354,26.39830909,2.111864728,1.055932364,1.055932364,36.95763273,1.055932364,1.000612313,0.001250053,0,0.72866183,0,0,0.001875107,0.145602218,0.265264129,0,0,0,0.190690244,1.199349233,0.985877879,1.041020359,4023,4.2480159,0.731414054,0.280458002,0.947030354,0.150317324,1.53432567,1.620144132,15274.68312,158.9247185,0.190690244,1.055932364
